"","can_name_clean","yr","cst_n","cst","pty_n","party_code","seat","cabinet_role","twitter","facebook","fb_China","tw_China"
"2326","DR CAPT ANTHON SIHOMBING",2019,"Sumatera Selatan II",74,"GOLKAR",8,0,"n/a","1576920098","NA; NA; https://www.facebook.com/AnthonSN",1,0
"2327","DR DEWI ARYANI M SI",2019,"Jawa Tengah IX",30,"PDIP",12,0,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,"https://www.facebook.com/Dewi-Aryani-175088569255544",0,0
"2328","DR DRS ADRIANUS ASIA SIDOT M SI",2019,"Kalimantan Barat",47,"GOLKAR",8,0,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","1192110272279744256","https://www.facebook.com/Official.AASKomisiXDPRRIFraksiGolkar.Dapilkalbar2",0,1
"2329","DR FELICITAS TALLULEMBANG",2019,"Sulawesi Selatan III",67,"GERINDRA",17,0,"n/a",NA,"https://www.facebook.com/dr-Hj-Felicitas-Tallulembang-R-Asapa-45430492643",0,0
"2330","DR H ADANG SUDRAJAT MM",2019,"Jawa Barat II",15,"PKS",25,0,"n/a",NA,"https://www.facebook.com/dr.adangsudrajat",1,0
"2331","DR H AZIKIN SOLTHAN M SI",2019,"Sulawesi Selatan I",65,"GERINDRA",17,0,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","2315260776","https://www.facebook.com/azikinsolthan.129",0,0
"2332","DR H DANI HAMDANI M PD",2019,"Bengkulu",8,"PKS",25,0,"n/a",NA,"https://www.facebook.com/UstadzDaniHamdani",0,0
"2333","DR H DEDING ISHAK SH MM",2019,"Jawa Barat III",16,"GOLKAR",8,0,"n/a","3222230071","NA; https://www.facebook.com/ishakdeding",0,1
"2334","DR H EDY WURYANTO S KP  M KEP",2019,"Jawa Tengah III",28,"PDIP",12,0,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,"NA; https://www.facebook.com/Sahabat-Edy-Wuryanto-352847154899400",1,0
"2335","DR H FAHMY ALAYDROES MM  MED",2019,"Jawa Barat V",19,"PKS",25,0,"n/a","232153326","NA; https://www.facebook.com/fahmy.alaydroes1",0,0
"2336","DR H HASANUDDIN S E  M M",2019,"Jawa Barat IX",18,"PDIP",12,0,"Commission I (Defense, Foreign and Information Affairs)",NA,"NA",0,0
"2337","DR H M FARID AL FAUZI",2019,"Jawa Timur XI",46,"NASDEM",40,0,"n/a","1310093910","NA",0,0
"2338","DR H MARDANI M ENG",2019,"DKI Jakarta I",10,"PKS",25,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)","122020937","https://www.facebook.com/MardaniAliSeraOfficial",0,1
"2339","DR H MUFTI A N ANAM",2019,"Jawa Timur II",37,"PDIP",12,0,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)",NA,"https://www.facebook.com/sahabatdrmufti",0,0
"2340","DR H MUHAMMAD KADAFI SH  MH",2019,"Lampung I",53,"PKB",1,0,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","1093410108170596480","NA",0,0
"2341","DR H MUHAMMAD KASUBA MA",2019,"Maluku Utara",56,"PKS",25,0,"n/a",NA,"https://www.facebook.com/muhammadkasubaofficial; NA",0,0
"2342","DR H MULYANTO M ENG",2019,"Banten III",7,"PKS",25,0,"Commission VII (Energy, Mineral Resources, Research and Technology, and Environmental Affairs)","939330351377162240","https://www.facebook.com/pakmul63",0,1
"2343","DR H R ACHMAD DIMYATI NATAKUSUMAH S H  M H  M SI",2019,"Banten I",5,"PKS",25,0,"Commission III (Law and Legislation, Human Rights, and Security Affairs)",NA,"NA",0,0
"2344","DR H SADUDDIN MM",2019,"Jawa Barat VII",21,"PKS",25,0,"n/a",NA,"https://www.facebook.com/Saduddin4Bekasi",0,0
"2345","DR H SJARIFUDDIN HASAN SE MM MBA",2019,"Jawa Barat III",16,"DEMOKRAT",9,0,"Commission I (Defense, Foreign and Information Affairs)",NA,"https://www.facebook.com/sjarifuddin.hasan",0,0
"2346","DR H SUHARDI DUKA M M",2019,"Sulawesi Barat",64,"DEMOKRAT",9,0,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","1038414649","NA; NA",0,0
"2347","DR H SUIR SYAM M KES",2019,"Sumatera Barat I",71,"GERINDRA",17,0,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,"NA",0,0
"2348","DR H SUKAMTA",2019,"Daerah Istimewa Yogyakarta",9,"PKS",25,0,"Commission I (Defense, Foreign and Information Affairs)","1088517835","https://www.facebook.com/DrSukamta",1,1
"2349","DR H SULAIMAN UMAR",2019,"Kalimantan Selatan II",49,"PDIP",12,1,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)","167690945","NA",0,1
"2350","DR H SUTRISNO SE  M SI",2019,"Jawa Barat IX",18,"PDIP",12,0,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)",NA,"https://www.facebook.com/Dr-H-Sutrisno-SE-MSi-1938313843110402",0,0
"2351","DR H UJANG ISKANDAR ST MSI",2019,"Kalimantan Tengah",50,"NASDEM",40,0,"n/a","3235674403","NA; https://www.facebook.com/ujangiskandarofficial",0,0
"2352","DR HIDAYAT NUR WAHID",2019,"DKI Jakarta II",11,"PKS",25,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)","86012022","https://www.facebook.com/hnurwahid",1,1
"2353","DR HJ NETTY PRASETIYANI M SI",2019,"Jawa Barat VIII",22,"PKS",25,0,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)","197940387","https://www.facebook.com/NettyHeryawan",1,1
"2354","DR HM ZAIRULLAH AZHAR",2019,"Kalimantan Selatan II",49,"PKB",1,0,"n/a","2927335422","NA; https://www.facebook.com/Dokter-Zairullah-Azhar-1673767156193287",0,0
"2355","DR IR E HERMAN KHAERON M SI",2019,"Jawa Barat VIII",22,"DEMOKRAT",9,0,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)",NA,"https://www.facebook.com/hermankhaerondemokrat; https://www.facebook.com/H.E.HermanKhaeron",0,0
"2356","DR IR H KARDAYA WARNIKA DEA",2019,"Jawa Barat VIII",22,"GERINDRA",17,0,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)","1406667800","NA",0,1
"2357","DR IR H SODIK MUDJAHID M SC",2019,"Jawa Barat I",14,"GERINDRA",17,0,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)","259149714","https://www.facebook.com/Dr.SodikMudjahid; https://www.facebook.com/SodikMudjahid.ID",1,1
"2358","DR IR H TENGKU ERRY NURADI M SI",2019,"Sumatera Barat II",72,"NASDEM",40,0,"n/a","816176634994692096","https://www.facebook.com/GubsuErryNuradi",1,1
"2359","DR IR HETIFAH MPP",2019,"Kalimantan Timur",51,"GOLKAR",8,0,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","158465226; 1328506157829218304","NA; https://www.facebook.com/hetifahpage",1,1
"2360","DR IR WILLY MIDEL YOSEPH M M",2019,"Kalimantan Tengah",50,"PDIP",12,1,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)","1195189032948387840","NA",0,0
"2361","DR JUNIMART GIRSANG SH MBA MH",2019,"Sumatera Selatan II",74,"PDIP",12,0,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)","1130411682923044864","https://www.facebook.com/junimartgirsangg",1,0
"2362","DR KH SURAHMAN HIDAYAT MA",2019,"Jawa Barat X",23,"PKS",25,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,"https://www.facebook.com/kanghajisurahman.caleg.dprpusat.pks.no1",0,0
"2363","DR SALEH PARTAONAN DAULAY M AG M HUM MA",2019,"Sumatera Selatan I",73,"PAN",5,0,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)","728868031","https://www.facebook.com/sahabatsalehdaulay",1,1
"2364","DR SIHAR PANGIHUTAN HAMONANGAN SITORUS",2019,"Sumatera Selatan I",73,"PDIP",12,1,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","287225054","https://www.facebook.com/SiharPHSitorus",0,1
"2365","DR SOFYAN TAN",2019,"Sumatera Barat II",72,"PDIP",12,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","2289446694","https://www.facebook.com/drsofyantan; NA",1,1
"2366","DR TB H ACE HASAN SYADZILY M SI",2019,"Jawa Barat II",15,"GOLKAR",8,0,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,"NA",0,0
"2367","DR YASSONNA H LAOLY SH M SC",2019,"Sumatera Barat II",72,"PDIP",12,0,"n/a","2908055312","https://www.facebook.com/yasonnahlaoly",1,0
"2368","DRA ADRIANA CHARLOTTE DONDOKAMBEY M SI",2019,"Sulawesi Utara",70,"PDIP",12,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)",NA,"https://www.facebook.com/adrianacharlottedondokambey",0,0
"2369","DRA HJ ANISAH SYAKUR",2019,"Jawa Timur II",37,"PKB",1,0,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)","1229995387617828864","NA; NA",0,0
"2370","DRA HJ HAENY RELAWATI R W M SI",2019,"Jawa Timur IX",40,"GOLKAR",8,0,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)",NA,"https://www.facebook.com/Haeny-Relawati-101174254569641",0,0
"2371","DRA HJ IDAH SYAHIDAH RUSLI HABIBIE M H",2019,"Gorontalo",13,"GOLKAR",8,0,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)","1193014720506130432","NA; NA",0,0
"2372","DRA HJ LATHIFAH SHOHIB",2019,"Jawa Timur V",41,"PKB",1,0,"n/a",NA,"NA; https://www.facebook.com/Nawak-Lathifah-Shohib-1839574436358863",0,0
"2373","DRA HJ RUSKATI ALI BAAL",2019,"Sulawesi Barat",64,"GERINDRA",17,0,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,"NA; NA",0,0
"2374","DRA HJ WARTIAH M PD",2019,"Nusa Tenggara Barat",57,"PPP",15,0,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","952471092458799232","NA",0,0
"2375","DRA I G AGUNG PUTRI ASTRID MA",2019,"Bali",4,"PDIP",12,0,"n/a","1626766668","https://www.facebook.com/3AgungPutri",0,1
"2376","DRA SRI RAHAYU",2019,"Jawa Timur VI",42,"PDIP",12,0,"Commission IX (Demography, Health, Manpower and Transmigration Affairs) ; Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","1181783925305176064","https://www.facebook.com/DraSriRahayuPdiPerjuangan",0,1
"2377","DRG ABDUL ROCHIM M KES",2019,"Jawa Timur IV",39,"NASDEM",40,0,"n/a",NA,"NA",0,0
"2378","DRG HJ ANDI FAUZIAH PUJIWATIE HATTA SKG",2019,"Sulawesi Selatan III",67,"GOLKAR",8,0,"n/a","3576300193","NA; https://www.facebook.com/Andi.Fauziah.Hatta",1,0
"2379","DRG HJ HASNAH SYAM MARS",2019,"Sulawesi Selatan II",66,"NASDEM",40,0,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)","3026514398","NA",0,0
"2380","DRG PUTIH SARI",2019,"Jawa Barat VII",21,"GERINDRA",17,0,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,"https://www.facebook.com/drg.putihsari; NA",0,0
"2381","DRH SLAMET",2019,"Jawa Barat IV",17,"PKS",25,0,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","1383683058499395584","https://www.facebook.com/drhslamet",1,0
"2382","DRS AL MUZZAMMIL YUSUF",2019,"Lampung I",53,"PKS",25,0,"n/a","1374233646","NA",0,1
"2383","DRS BISRI ROMLY MM H",2019,"Jawa Tengah X",35,"PKB",1,0,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","956377281026387968","NA; https://www.facebook.com/BISRI-ROMLY-251327135399815",0,1
"2384","DRS CHAIRUL ANWAR APT",2019,"Riau I",62,"PKS",25,0,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)","2406603264","https://www.facebook.com/fpchairulanwar",1,1
"2385","DRS CHRISTIAN ZEBUA M M",2019,"Sumatera Selatan I",73,"NASDEM",40,0,"n/a",NA,"NA",0,0
"2386","DRS CORNELIS M H",2019,"Kalimantan Barat",47,"PDIP",12,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)",NA,"https://www.facebook.com/DrsCornelisMH-1625231194438685",0,0
"2387","DRS DJAROT SYAIFUL HIDAJAT MS",2019,"Sumatera Selatan II",74,"PDIP",12,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)","981460833396912000; 1067370698069295232","NA",0,1
"2388","DRS EFFENDI M S SIMBOLON",2019,"DKI Jakarta III",12,"PDIP",12,0,"n/a","522836864","NA",0,0
"2389","DRS FADHOLI",2019,"Jawa Tengah I",26,"NASDEM",40,0,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,"https://www.facebook.com/sahabatfadholi",0,0
"2390","DRS FATHAN SUBCHI",2019,"Jawa Tengah II",27,"PKB",1,0,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","2933904782","NA",0,1
"2391","DRS FRANS LEBU RAYA",2019,"Nusa Tenggara Timur I",58,"PDIP",12,0,"n/a",NA,"NA",0,0
"2392","DRS H A MUHAIMIN ISKANDAR MSI",2019,"Jawa Timur VIII",44,"PKB",1,1,"Commission I (Defense, Foreign and Information Affairs)","190197885","https://www.facebook.com/cakiminow",1,1
"2393","DRS H A MURADY DARMANSYAH",2019,"Jambi",25,"GERINDRA",17,0,"n/a","3769866913","https://www.facebook.com/MuradyDarmansah",0,0
"2394","DRS H ACHMAD M SI",2019,"Riau I",62,"HANURA",18,0,"n/a",NA,"https://www.facebook.com/Drs-H-ACHMAD-MSi-146637905346647; https://www.facebook.com/AchmadRiau; https://www.facebook.com/Achmad1955",1,0
"2395","DRS H ADANG DARADKATUN",2019,"DKI Jakarta III",12,"PKS",25,0,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","54136690","NA",0,1
"2396","DRS H AKHMAD MUQOWAM",2019,"Jawa Tengah I",26,"PPP",15,0,"n/a",NA,"NA; https://www.facebook.com/SedulurAkhmadMuqowam",0,0
"2397","DRS H AMIN SAID HUSNI",2019,"Jawa Timur III",38,"PKB",1,0,"n/a","187145062","NA",0,1
"2398","DRS H ASHABUL KAHFI M AG",2019,"Sulawesi Selatan I",65,"PAN",5,0,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,"NA",0,0
"2399","DRS H BAMBANG HERI PURNAMA S T  S H  M H",2019,"Kalimantan Selatan I",48,"GOLKAR",8,0,"Commission I (Defense, Foreign and Information Affairs)",NA,"https://www.facebook.com/bambangheripurnamapage",0,0
"2400","DRS H DADANG S MUCHTAR",2019,"Jawa Barat VII",21,"GOLKAR",8,0,"n/a","1669146085","NA",0,0
"2401","DRS H GATOT SUDJITO M SI",2019,"Jawa Timur VII",43,"GOLKAR",8,0,"n/a","761233600826052608","NA",0,0
"2402","DRS H GUSPARDI GAUS M SI",2019,"Sumatera Barat II",72,"PAN",5,0,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)",NA,"NA; https://www.facebook.com/guspardigaus.tv",0,0
"2403","DRS H HASAN AMINUDDIN M SI",2019,"Jawa Timur II",37,"NASDEM",40,1,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","3016907623","NA",1,0
"2404","DRS H HUMAIDI",2019,"Nusa Tenggara Barat",57,"GOLKAR",8,0,"n/a",NA,"https://www.facebook.com/drs.h.humaidi",0,0
"2405","DRS H IBNU MULTAZAM",2019,"Jawa Timur VII",43,"PKB",1,0,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)","385292340","NA",0,0
"2406","DRS H IMAM SUROSO MM",2019,"Jawa Tengah III",28,"PDIP",12,0,"n/a","937916448843841536","NA",0,1
"2407","DRS H MOHAMMAD IDHAM SAMAWI",2019,"Daerah Istimewa Yogyakarta",9,"PDIP",12,0,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","1069290414673281024","https://www.facebook.com/HM-Idham-Samawi-1084721724912923",0,1
"2408","DRS H MULYADI MMA",2019,"Jawa Barat V",19,"GERINDRA",17,0,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)",NA,"NA; https://www.facebook.com/Mulyadihms",1,0
"2409","DRS H NYAT KADIR",2019,"Kepulauan Riau",52,"NASDEM",40,0,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)","1354041602","NA; https://www.facebook.com/officialnyatkadir",1,1
"2410","DRS H ROEM KONO",2019,"Gorontalo",13,"GOLKAR",8,0,"n/a","823471893441232896","https://www.facebook.com/roemkono2015",0,1
"2411","DRS H TAUFIQ R ABDULLAH",2019,"Jawa Tengah VII",33,"PKB",1,1,"Commission I (Defense, Foreign and Information Affairs)","1271114396689764352","NA",0,0
"2412","DRS H UMAR ARSAL",2019,"Sulawesi Tenggara",69,"DEMOKRAT",9,0,"n/a",NA,"NA",0,0
"2413","DRS H ZULFIKAR ACHMAD",2019,"Jambi",25,"DEMOKRAT",9,0,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)","1377055525205024768","NA",0,0
"2414","DRS HAMID NOOR YASIN MM",2019,"Jawa Tengah IV",29,"PKS",25,0,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)",NA,"NA",0,0
"2415","DRS HAMKA B KADY M S",2019,"Sulawesi Selatan I",65,"GOLKAR",8,0,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)",NA,"https://www.facebook.com/hamkabkadypage; NA",0,0
"2416","DRS HI MUKHLIS BASRI",2019,"Lampung I",53,"PDIP",12,0,"Commission I (Defense, Foreign and Information Affairs)","1225227648","NA; https://www.facebook.com/mukhlisbasri.mb",1,1
"2417","DRS I MADE URIP M SI",2019,"Bali",4,"PDIP",12,1,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","1842901303","NA",0,0
"2418","DRS IBRAHIM AGUSTINUS MEDAH",2019,"Nusa Tenggara Timur II",59,"HANURA",18,0,"n/a",NA,"https://www.facebook.com/IAMedah",1,0
"2419","DRS JANTJE W SAJOW M SI",2019,"Sulawesi Utara",70,"PDIP",12,0,"n/a",NA,"NA",0,0
"2420","DRS JHONNY LAING IMPANG M SI",2019,"Kalimantan Timur",51,"PDIP",12,0,"n/a",NA,"NA; https://www.facebook.com/Jhonny-Laing-Impang-2311785182441579",1,0
"2421","DRS KAHAR MUZAKIR",2019,"Sumatera Selatan I",73,"GOLKAR",8,0,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","1942743235","https://www.facebook.com/Kahar-Muzakir-100812004606495",0,0
"2422","DRS MOHAMMAD TOHA S SOS M SI",2019,"Jawa Tengah V",31,"PKB",1,0,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)","951076916290732032","NA",0,1
"2423","DRS MUHAMAD NURDIN M M",2019,"Jawa Barat X",23,"PDIP",12,0,"n/a",NA,"https://www.facebook.com/Timses-Drs-Muhammad-Nurdin-MM-1421203838022332",0,0
"2424","DRS MUKHTARUDIN",2019,"Kalimantan Tengah",50,"GOLKAR",8,0,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)","77403196","https://www.facebook.com/drs.mukhtarudin",0,0
"2425","DRS RUKMA SETYABUDI M M",2019,"Jawa Tengah VI",32,"PDIP",12,0,"n/a",NA,"https://www.facebook.com/bolonerukma",0,0
"2426","DRS SUPRIYANTO",2019,"Jawa Timur VII",43,"GERINDRA",17,0,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)","913763106924380032","NA",0,0
"2427","DRS TAMANURI MM",2019,"Lampung II",54,"NASDEM",40,0,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","2904746352","https://www.facebook.com/DrsHTamanuriMM-557603344402782",0,0
"2428","DRS UMBU SAPPI PATEDUK",2019,"Nusa Tenggara Timur II",59,"PDIP",12,0,"n/a",NA,"NA",0,0
"2429","DRS YAYAT T SOEMITRA",2019,"Jawa Barat II",15,"PDIP",12,0,"n/a","4852826339","NA; https://www.facebook.com/kangyayatsoemitra",0,0
"2430","DRS YOSEPH UMARHADI M SI MA",2019,"Jawa Barat VIII",22,"PDIP",12,0,"n/a","967206689932951680; 2878861380","https://www.facebook.com/kangyosephumarhadi; https://www.facebook.com/infoyosephumarhadi",0,0
"2431","EDHIE BASKORO YUDHOYONO M SC",2019,"Jawa Timur VII",43,"DEMOKRAT",9,1,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)","2415872324","https://www.facebook.com/EBYudhoyono",1,1
"2432","EDWIN PAMIMPIN SITUMORANG SH MH",2019,"Sumatera Barat II",72,"NASDEM",40,0,"n/a","1532739001","NA; https://www.facebook.com/EPSitumorang",0,0
"2433","EKA PUTRA SE",2019,"Sumatera Barat I",71,"DEMOKRAT",9,0,"n/a",NA,"NA; https://www.facebook.com/eka.putra.official",0,0
"2434","EKA SASTRA",2019,"Jawa Barat III",16,"GOLKAR",8,0,"n/a","213215059","NA; https://www.facebook.com/BarayaEkaSastra",0,1
"2435","EKO HENDRO PURNOMO S SOS",2019,"DKI Jakarta I",10,"PAN",5,0,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)",NA,"NA; NA",0,0
"2436","EKO P SANDJOJO",2019,"Bengkulu",8,"PKB",1,0,"n/a","758565899032854528","https://www.facebook.com/EkoSandjojo41; NA",1,1
"2437","ELA SITI NURYAMAH S SOS I",2019,"Lampung II",54,"PKB",1,0,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","874516708295233408; 1165935487959236608","https://www.facebook.com/elasitinuryamah",1,1
"2438","ELLY RACHMAT YASIN",2019,"Jawa Barat V",19,"PPP",15,0,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)",NA,"https://www.facebook.com/ellyrachmatyasin; NA",1,0
"2439","ELNINO M HUSEIN MOHI ST M SI",2019,"Gorontalo",13,"GERINDRA",17,0,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","63186636","https://www.facebook.com/ElninoMohi; NA",1,1
"2440","EMA UMIYYATUL CHUSNAH",2019,"Jawa Timur VIII",44,"PPP",15,0,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)",NA,"NA",0,0
"2441","EMANUEL MELKIADES LAKA LENA",2019,"Nusa Tenggara Timur II",59,"GOLKAR",8,0,"Head of Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,"https://www.facebook.com/emanuelmelkiadeslakalena",0,0
"2442","ENDANG SRIKARTI HANDAYANI S H  M HUM",2019,"Jawa Tengah V",31,"GOLKAR",8,0,"n/a",NA,"NA",0,0
"2443","ERIZAL CHANIAGO",2019,"Sumatera Barat II",72,"GERINDRA",17,0,"n/a","1459244850","NA",0,1
"2444","ERMA SURYANI RANIK SH",2019,"Kalimantan Barat",47,"DEMOKRAT",9,0,"n/a","116378409","NA; https://www.facebook.com/ErmaRanikOfficial",1,0
"2445","EVA KUSUMA SUNDARI",2019,"Jawa Timur VI",42,"PDIP",12,0,"n/a",NA,"https://www.facebook.com/evakusumasundari; NA",0,0
"2446","EVA YULIANA M SI",2019,"Jawa Tengah V",31,"NASDEM",40,0,"Commission III (Law and Legislation, Human Rights, and Security Affairs)",NA,"https://www.facebook.com/evayulianaofficial",1,0
"2447","EVITA NURSANTY",2019,"Jawa Tengah III",28,"PDIP",12,1,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)","279982947","NA",0,0
"2448","FACHRY PAHLEVI KONGGOASA SE",2019,"Sulawesi Tenggara",69,"PAN",5,1,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)",NA,"NA",0,0
"2449","FADHULLAH DEK FAD",2019,"Aceh I",1,"GERINDRA",17,0,"Commission I (Defense, Foreign and Information Affairs)","3320967972","NA; https://www.facebook.com/Fadhlullah-Dek-fad-1994662354131172",0,1
"2450","FAISOL RIZA",2019,"Jawa Timur II",37,"PKB",1,0,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)","814051924290846720","https://www.facebook.com/masfaisolriza",0,0
"2451","FARIDA HIDAYATI SH  M KN",2019,"Jawa Timur IX",40,"PKB",1,0,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","1189854007851806720","https://www.facebook.com/Farida-Hidayati-102660714423335; NA",1,0
"2452","FATAHILLAH RAMLI S E  M H",2019,"Nusa Tenggara Barat",57,"GOLKAR",8,0,"n/a","131225569","https://www.facebook.com/sahabatfatahramli; https://www.facebook.com/FatahillahRamli",0,0
"2453","FAUZI BAADILLA",2019,"Jawa Barat VI",20,"GERINDRA",17,0,"n/a",NA,"NA; https://www.facebook.com/fauzibaadillaa",0,0
"2454","FAUZIH H AMRO M SI",2019,"Sumatera Selatan I",73,"NASDEM",40,0,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","408623778","NA",0,1
"2455","FELLY ESTELITA RUNTUWENE SE",2019,"Sulawesi Utara",70,"NASDEM",40,0,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,"https://www.facebook.com/ferbersahajaforsulut",0,0
"2456","FERDIANSYAH SE MM",2019,"Jawa Barat XI",24,"GOLKAR",8,0,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","1141525383646334720","https://www.facebook.com/ferdiansyahgolkar",1,1
"2457","FIRMAN SOEBAGYO SE",2019,"Jawa Tengah III",28,"GOLKAR",8,0,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","1332645731681792000","https://www.facebook.com/WakilKetuaBalegDPRRI; NA",0,0
"2458","G BUDISATRIO DJIWANDONO",2019,"Kalimantan Timur",51,"GERINDRA",17,0,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)",NA,"https://www.facebook.com/gbudisatriodjiwandono; NA",1,0
"2459","GANDUNG PARDIMAN",2019,"Daerah Istimewa Yogyakarta",9,"GOLKAR",8,0,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)","https://www.facebook.com/gandung.pardiman.31","NA",0,1
"2460","GAYATRI AISYAH ARDHININDYA S PSI",2019,"Jawa Timur VIII",44,"HANURA",18,0,"n/a",NA,"NA",0,0
"2461","GDE SUMARJAYA LINGGIH S E M A P",2019,"Bali",4,"GOLKAR",8,0,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)",NA,"NA; https://www.facebook.com/gdesumarjayalinggih; NA; NA",0,0
